ERR475467	ERR475468	ERR475469	ERR475470	ERR475471	ERR475472	ERR475473	ERR475474	ERR475475	ERR475476	ERR475477	ERR475478	ERR475479	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475489	ERR475490	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475496	ERR475497	ERR475498	ERR475499	ERR475500	ERR475501	ERR475502	ERR475503	ERR475504	ERR475505	ERR475506	ERR475507	ERR475508	ERR475509	ERR475510	ERR475511	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475518	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475528	ERR475529	ERR475530	ERR475531	ERR475532	ERR475533	ERR475534	ERR475535	ERR475536	ERR475537	ERR475538	ERR475539	ERR475540	ERR475541	ERR475542	ERR475543	ERR475544	ERR475545	ERR475546	ERR475547	ERR475548	ERR475549	ERR475550	ERR475551	ERR475552	ERR475553	ERR475554	ERR475555	ERR475556	ERR475557	ERR475558	ERR475559	ERR475560	ERR475561	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475583	ERR475584	ERR475585	ERR475586	ERR475587	ERR475588	ERR475589	ERR475590	ERR475591	ERR475592	ERR475593	ERR475594	ERR475595
ASV00031	428	386	1124	47	147	0	146	110	1693	103	988	138	23	0	369	0	0	0	0	0	0	0	0	229	903	234	1553	48	0	0	6535	883	1578	280	18939	1465	1281	1635	458	0	2216	1400	868	917	3856	0	9241	0	0	428	25	1073	651	18347	1441	83	300	1073	67	119	1272	56	49	2563	7976	0	3448	755	1001	176	276	429	2343	3062	1595	157	71	410	1167	472	691	1358	127	58	3522	525	0	18	31	401	572	27	39	63	107	5031	237	0	4241	64	28267	86	248	496	177	67	1505	551	96	11835	59	2195	0	302	692	265	627	565	504	0	56	2212	0	1947	2592	1716	54	333	79
ASV00032	0	130	813	4	112	152	336	653	524	151	333	1208	555	0	299	517	217	53	0	1381	216	131	994	180	611	178	2377	139	128	955	5719	1736	0	22	0	927	0	5228	172	54	396	607	0	66	2454	6	834	142	2001	1296	270	8204	4231	57	213	385	2155	0	1138	437	1235	117	249	1286	1924	0	2759	851	582	942	2017	262	0	46	211	1607	59	0	631	0	22	375	10205	3227	4179	1758	5618	195	16118	665	349	155	2975	1162	109	3	0	1762	467	1343	7	519	209	1760	5456	3482	609	39462	0	0	90	0	0	698	0	885	1185	746	620	0	31	11	0	10	6771	1995	136	5	33
ASV00033	237	699	464	655	334	1198	623	294	0	673	499	423	1043	36	78	0	0	296	87	17	23	330	319	938	27	17	3573	64	147	48	4398	1491	87	168	0	1901	576	3510	971	0	5355	385	406	0	16605	325	1105	149	321	815	163	2130	104	147	3892	730	0	290	522	438	1176	253	18370	579	432	199	0	965	1480	1173	1257	1198	0	269	574	227	1133	0	59	1338	594	349	1445	2313	11893	90	367	609	1592	3873	213	63	76	1688	68	0	1848	0	234	51	0	2089	1412	169	104	147	557	105	103	75	4003	0	13289	253	1412	139	812	451	3379	0	643	0	26	4046	8080	590	328	0	708
ASV00034	27	849	909	78	0	50	0	891	115	822	0	406	0	513	344	0	466	302	0	146	179	70	281	181	325	112	39	88	146	147	45	2211	2864	52	7352	1066	447	10846	2016	27470	317	30	1128	42	4610	41	3185	129	0	1205	134	173	1599	4612	1943	24	13	1216	71	96	107	93	1768	7719	210	446	0	1553	89	860	91	38	612	1080	106	423	51	55	507	77	700	0	2626	1255	2386	836	835	0	2474	79	686	532	1151	668	150	2910	570	0	1752	297	4491	1159	1376	0	1262	763	3420	0	209	270	2330	43	7410	809	42	3410	1194	0	0	0	99	0	93	141	2240	5241	0	15	787
ASV00035	182	0	0	4326	9	283	0	0	2101	38	0	100	698	0	0	3817	0	0	1947	0	12	0	0	1514	0	166	0	2211	299	0	0	4762	19497	1833	0	5032	0	0	31	30	0	0	0	0	0	224	14	102	0	0	558	0	0	0	232	100	0	0	118	306	1611	652	0	2754	0	3881	0	3596	436	0	6954	0	0	0	189	3733	1088	3783	0	21890	858	588	0	8142	8	0	0	0	0	64	0	1142	0	0	4529	0	304	140	0	0	0	433	376	1963	0	10496	2796	0	0	0	813	168	0	0	3951	0	0	0	526	0	0	0	9728	539	0	0	314	0	287
ASV00036	17	360	205	84	24	134	50	574	351	733	257	289	401	0	223	458	857	489	219	486	254	58	2328	137	0	448	777	309	936	1056	3120	3033	216	34	0	2808	4014	5833	1303	3977	765	732	312	1051	1677	506	1687	227	1758	424	1349	430	1074	1454	309	407	0	1078	1528	437	383	147	424	461	389	187	375	4260	394	520	1501	586	1944	98	816	5982	114	0	141	165	206	305	2640	1506	331	337	966	373	1013	2292	1112	1154	2330	2358	2952	128	3867	808	1166	3255	0	111	216	1853	2209	4163	1117	8741	2443	51	1329	0	757	415	588	1069	744	1456	1510	0	1563	0	99	1557	1146	11055	344	0	435
ASV00037	0	340	570	136	107	27	62	0	198	23	90	1157	676	752	138	895	1196	188	524	661	1179	97	1373	33	0	201	2227	248	262	839	5176	2704	461	79	0	3564	2849	7286	1073	0	99	940	0	10727	0	6411	2349	960	3066	1667	5136	1932	7675	145	91	914	23	1772	914	2717	543	61	0	0	896	49	342	2256	361	308	1529	888	0	0	0	0	226	7353	997	430	43	314	761	757	215	307	2859	63	1260	355	106	0	1106	7213	2397	0	904	281	3176	856	0	192	148	1673	0	3915	450	3508	2648	0	169	69	77	45	1167	1270	1055	944	294	0	961	11	102	439	1856	373	1210	0	0
ASV00038	265	2522	4434	3962	1327	131	123	0	1843	0	367	6268	297	0	1031	0	0	22	0	0	1078	76	0	694	0	345	719	0	608	0	0	0	51	0	0	2685	0	11065	0	351	1115	10715	0	0	0	31	114	1992	0	2716	0	0	1245	0	3353	768	0	0	1076	1004	2682	632	0	69	0	3488	1999	3419	3061	2578	10114	1409	0	0	327	0	1673	0	0	5715	122	182	0	0	0	538	41	139	0	1546	0	3975	0	949	388	0	2950	0	0	3986	0	4594	1259	953	0	94	947	0	443	0	2351	481	0	0	838	1917	1163	0	2114	0	0	1134	0	0	0	1042	4642	0	52
ASV00039	2204	236	2436	2881	0	0	980	1702	0	831	722	17	8	0	1859	6	0	2616	373	8	9	550	0	0	0	0	0	0	1019	0	0	0	0	0	0	0	32	0	0	20	16907	0	0	0	0	0	6711	0	0	0	412	4408	1139	2396	10	6667	0	0	2753	2208	10134	0	328	3543	0	0	3425	0	0	0	48	0	5	0	2947	6785	0	1699	8189	3644	389	0	0	0	0	0	0	5942	0	2487	0	0	5	5	857	1239	0	0	0	0	0	280	1050	7541	0	0	941	87	0	0	0	0	2494	0	1307	0	0	0	5913	0	0	0	0	5104	0	0	0	303	1412
ASV00040	353	240	2463	353	82	45	92	0	1267	783	370	274	322	0	267	0	1582	465	191	0	1075	221	28	125	0	31	1057	570	452	875	2355	141	1114	26	0	1616	0	0	21	0	198	1081	0	0	0	653	1000	184	1551	2686	0	0	1197	0	292	261	731	0	444	654	3156	630	1689	69	4089	145	2300	792	1385	737	3851	545	0	0	0	0	411	264	2331	1382	319	1059	29207	5775	0	1757	2382	1790	0	621	0	1460	1422	751	3352	0	0	4468	0	584	0	1493	3781	0	3379	3741	247	202	1621	0	506	348	3398	213	1674	499	1136	1144	1272	0	0	31	0	0	0	1239	826	0	3079
ASV00041	197	502	0	37	931	86	241	338	0	1691	534	504	0	0	61	0	32	37	79	0	0	0	0	76	1874	0	208	50	127	0	353	354	218	0	44663	2510	620	4137	1595	467	2020	1271	4186	201	0	0	1223	0	0	34	86	811	141	65	2883	356	0	3111	208	264	90	0	168	78	0	104	365	51	637	337	2372	528	0	486	0	0	79	0	187	136	165	99	424	37	65	72	0	266	0	146	412	0	0	0	182	9691	0	0	920	208	20955	150	748	251	254	0	659	0	0	475	33	2422	0	0	0	155	0	1673	422	86	51	0	82	4575	3455	478	47	1448	93
ASV00042	0	166	334	247	60	107	329	0	788	214	62	321	0	39	66	0	0	226	48	0	0	68	0	34	0	496	170	0	301	0	0	2035	54	0	0	78	254	0	0	0	1017	568	0	0	16936	122	9783	243	54	225	115	16085	60	2620	3169	235	48752	230	131	181	514	492	46	2835	327	115	48	1407	146	825	32	278	376	0	7388	0	77	0	198	0	19	260	37	29	4132	173	0	31	0	63	0	85	64	49	81	0	0	0	664	235	0	68	0	126	0	11	277	17	0	0	326	0	62	101	143	27	697	286	495	13	0	0	0	1066	0	349	220	0	416
ASV00043	65	610	457	129	115	103	151	563	304	44	51	252	311	128	492	0	615	171	563	285	536	154	1001	133	357	107	821	58	168	437	2160	2132	248	0	0	682	40	6343	268	15009	208	1463	56	952	556	1433	399	433	1518	876	469	2511	2148	798	246	566	58	0	539	1172	1019	160	649	383	826	26	0	515	358	554	1958	331	0	135	1002	1035	241	14	208	819	251	309	3323	5299	1630	937	4806	685	6844	618	261	261	1225	708	2556	0	1088	635	234	1570	596	971	626	599	4177	1490	715	8190	1503	0	721	10	2013	729	1342	590	1180	607	638	0	1468	0	39	1017	0	1126	1079	0	476
ASV00044	239	259	2222	1436	1522	1032	292	0	917	52	278	1813	390	0	440	0	0	49	1025	0	23	266	0	454	6	123	911	269	662	1223	0	707	971	0	0	551	22	0	0	0	1612	2569	0	0	6374	290	5840	1363	899	807	0	1697	97	500	8058	348	0	0	824	361	3647	590	12	0	2092	1375	2442	1519	1189	1201	944	1126	0	0	1819	201	780	0	2499	383	3708	602	395	684	0	1074	32	1365	475	665	23	0	213	405	422	0	2326	0	736	1442	0	5817	835	4710	0	32	366	0	266	32	8567	201	9	0	977	1597	1392	2518	1250	0	0	0	0	2190	0	3785	1305	0	535
ASV00045	0	1153	708	798	867	0	170	162	652	757	722	568	287	0	193	0	56	754	17	0	0	83	12	323	278	146	0	71	0	44	0	2003	0	129	0	1453	2058	6145	13083	0	2233	930	1055	0	4209	66	5292	224	164	317	11	0	136	668	6271	0	16	0	225	821	66	1154	45	119	0	2941	2114	586	0	856	1336	1479	1107	4915	0	261	661	347	0	1441	1353	770	281	0	0	1714	10	567	0	396	0	112	0	368	574	0	659	0	2410	928	1085	15	1825	5576	95	268	3063	46	71	4240	733	292	0	1183	0	931	1600	0	1063	1310	0	213	134	2465	1163	4169	21	30	722
ASV00046	44	937	4734	222	121	759	0	0	1431	0	9	0	2198	0	0	3128	553	924	656	0	73	248	0	9	0	10	428	342	0	0	18	0	0	0	0	0	32	0	0	0	19961	15	0	0	0	0	3776	5334	0	7	0	0	53	0	0	189	0	0	5478	582	0	2730	0	0	0	0	0	5907	203	5383	2695	6439	0	0	3213	7	127	0	0	1991	0	332	0	10776	0	316	0	41	0	242	938	206	0	460	117	0	0	0	0	257	0	5753	3167	0	0	0	2632	0	107	0	280	9	0	0	398	26	0	9851	394	0	0	0	0	0	0	0	610	0	0
ASV00047	0	278	73	0	0	0	0	0	257	3213	0	23	0	0	0	0	0	0	0	0	17	15	0	64	154	0	3067	0	73	16	0	0	0	9	0	42	1049	1141	0	247	2004	3263	1005	763	0	0	5447	0	404	430	0	0	19720	0	1564	0	563	956	146	1861	1616	0	81	0	2233	0	0	34	459	542	0	0	2922	227	463	349	0	0	0	1137	824	258	698	94	0	223	0	0	0	0	3777	85	0	13	0	0	345	0	1770	0	13	2241	565	117	332	148	2006	0	549	0	105	373	26486	0	0	468	0	0	2065	12121	84	0	0	790	1774	838	0	84	0
ASV00048	0	0	0	613	0	0	0	0	13	0	0	1567	0	0	0	54	0	0	932	0	0	0	0	0	2661	0	0	0	0	0	0	0	0	0	0	773	0	0	0	27	0	18	52289	20207	0	0	0	787	0	0	0	0	1883	0	0	0	0	646	0	0	3312	2347	0	0	0	0	0	0	0	0	1630	0	0	0	0	50	0	0	0	7423	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	1736	0	0	0	3672	0	0	0	3728	0	0	0	0	0	0	0	0	8762	0	0	6	6	0
ASV00049	0	0	0	0	3618	0	0	0	0	0	2676	0	0	0	103	0	0	4663	8	0	203	1027	6	32	0	171	0	0	0	0	0	0	46	0	0	2957	0	0	0	0	8636	0	0	0	0	0	0	265	0	0	0	0	0	0	0	2128	0	0	13670	0	13556	0	0	0	0	0	0	0	0	0	0	10902	0	0	53	0	468	0	0	0	0	0	0	0	0	3027	0	0	0	26362	0	3179	0	0	0	0	0	0	0	0	0	0	8381	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	1112	0	0	0	0	0	0	321	6323	0	0
ASV00050	0	0	528	454	0	0	50	0	82	1130	0	2498	0	0	398	0	969	438	0	0	883	137	0	403	0	0	497	0	0	0	0	689	451	0	0	3141	50	8888	0	0	0	0	0	510	0	619	609	765	0	2876	8663	0	0	0	0	370	2025	0	335	154	152	0	624	0	0	666	0	0	0	250	207	0	0	0	72	0	211	453	371	116	101	226	9877	8886	0	335	1810	958	0	301	0	0	5065	0	821	0	0	2139	0	5897	0	641	0	28	22465	3243	1253	0	226	0	354	0	0	1375	103	0	349	211	426	0	0	0	0	0	0	563	1071	0	574
ASV00051	0	0	0	0	116	0	282	0	0	0	0	0	74	0	285	0	0	0	0	0	0	0	0	0	0	0	113	895	355	0	0	0	58280	0	34	148	0	0	0	0	595	0	0	0	0	2287	0	0	615	0	0	0	0	0	0	0	0	0	452	3027	0	0	0	7872	0	0	0	0	578	153	0	0	2494	0	0	0	0	0	10466	0	0	3025	0	0	0	118	0	131	0	0	0	0	1022	0	922	0	0	0	0	1405	0	2156	961	0	0	0	0	0	994	0	0	7416	0	1568	0	0	0	0	0	0	0	0	0	0	0	0	162	43	0
ASV00052	0	2663	0	352	325	136	582	0	0	133	0	0	233	0	0	0	0	0	0	0	0	510	0	20	0	64	978	0	0	1567	0	0	0	0	0	0	0	0	6242	10	255	13271	0	15	0	0	0	105	0	2080	0	0	8686	0	521	106	0	0	5696	2913	578	0	0	0	1354	9	0	0	2321	3312	573	734	0	0	0	0	87	0	0	398	0	1168	0	15283	0	4148	13718	0	1194	1528	4539	0	0	446	0	0	0	0	1459	2432	0	540	117	433	19	0	188	0	354	562	212	0	0	0	174	0	1602	0	0	0	962	0	0	0	0	0	882	0	0
ASV00053	0	4202	42	115	2490	41	736	0	0	0	84	3058	609	0	1720	0	164	129	0	0	40	794	0	1722	0	423	3051	6	852	1194	18	0	0	0	8	101	0	0	25	14	968	8395	0	0	0	0	5050	168	0	0	0	0	384	0	407	69	0	0	8176	10140	76	3004	0	0	0	3042	391	2523	0	201	11344	5481	0	0	0	182	1441	0	0	8	0	254	0	94	0	0	260	0	619	7608	0	127	388	0	657	0	0	0	0	2020	0	49	812	4286	0	0	40	0	33	0	1781	0	0	0	22	0	0	931	413	0	0	0	0	0	0	2689	2417	0	0
ASV00054	0	336	524	0	333	82	16	0	0	190	465	505	176	0	53	16	81	48	45	0	14	142	15	1012	1022	80	0	125	0	21	2993	242	100	658	737	470	1408	4741	1355	144	1258	0	2828	1836	7858	282	419	168	0	425	152	966	1483	0	5642	86	0	0	274	1160	64	237	136	4952	0	4371	0	0	1670	1431	25	1376	0	103	400	0	287	1674	5321	53	2471	0	130	132	3318	339	0	0	0	659	1664	72	56	148	52	3065	343	0	1357	780	0	397	273	411	0	92	680	102	0	8762	465	409	4356	0	0	3459	870	0	176	0	0	0	0	856	0	5639	702	642	244
ASV00055	0	1225	196	761	137	141	0	259	0	0	438	101	0	0	0	0	112	22	0	0	0	66	0	1168	0	0	0	0	0	0	132	2270	687	57	0	0	8118	0	0	0	0	304	17385	58	402	0	836	51	458	4269	0	0	2203	0	6541	0	0	0	0	92	2418	4707	0	0	0	467	2852	0	0	1585	2592	0	0	0	0	401	672	11258	0	0	778	0	0	2951	0	1026	0	0	0	529	0	4048	0	0	0	0	902	0	0	0	0	0	0	2730	0	0	1817	0	0	0	2534	0	0	0	0	7496	0	1689	0	0	225	0	2994	0	0	26	103	0	610
ASV00056	88	296	1613	319	825	101	0	47	0	447	510	194	311	0	884	0	0	314	81	0	0	50	0	0	0	86	0	78	489	0	0	4462	0	60	328	0	3575	1985	3228	79	1107	0	996	664	14605	142	256	51	0	409	12	437	324	692	2250	108	0	0	0	481	1402	214	105	1714	0	1584	1927	713	0	2572	4067	0	1711	835	1622	207	177	6125	2846	389	4237	172	0	108	0	0	7	85	20	384	0	84	18	362	1339	0	485	0	0	2107	0	851	224	676	0	0	1872	82	38	533	1560	914	2027	870	1768	4960	1181	1258	666	997	0	439	0	1165	0	2486	368	0	231
ASV00057	862	148	0	247	0	197	1814	64	9	1249	0	63	0	0	159	0	0	0	16	0	0	516	0	895	0	217	0	230	788	0	0	15013	169	0	0	564	0	0	24272	45	0	0	0	1035	0	225	1308	0	0	0	0	3323	0	623	1672	0	0	0	0	1125	394	0	36	1321	0	0	2525	0	0	0	386	2545	0	2329	0	0	229	0	0	345	1148	0	264	0	0	0	37	745	0	708	0	95	0	862	532	0	1487	0	0	570	0	9	35	0	0	0	0	0	0	0	39	147	705	1473	0	28	7544	0	0	0	205	0	0	21403	0	0	0	412	0
ASV00058	0	129	113	22	37	37	26	0	103	78	0	35	379	0	43	0	100	133	307	0	461	150	2293	44	0	33	768	103	512	673	2348	2853	53	0	0	30	1791	3443	33	2166	131	1821	0	39396	596	1962	0	137	2100	620	1318	1140	696	216	88	54	106	0	255	368	1260	0	405	157	172	20	2430	861	308	105	173	446	0	0	607	0	253	0	406	118	0	1044	2550	0	85	65	804	0	2027	1056	0	150	2924	0	2287	1673	0	941	429	0	0	816	128	500	456	506	2751	0	412	122	0	0	188	0	582	39	1424	1037	225	0	0	0	0	657	0	117	478	0	418
ASV00059	0	884	73	262	252	903	676	0	338	1183	1827	1028	1339	0	119	199	0	616	563	97	0	668	1134	0	0	597	2388	624	132	359	6782	0	0	0	0	606	1175	752	0	0	2425	670	434	0	0	0	358	819	486	1201	564	0	329	0	552	1508	0	0	2596	1649	1029	272	0	407	5763	266	0	59	4103	3571	419	1438	0	129	6018	587	793	110	131	0	706	1391	1654	630	0	1382	537	418	579	689	123	178	1103	4733	278	0	1468	72	4452	0	0	590	74	0	0	0	179	0	0	0	1764	0	0	530	1660	1453	3317	1768	703	0	3097	0	0	0	317	1391	1591	0	0
ASV00060	5	495	0	0	2911	140	0	1925	0	479	1062	43	117	0	318	0	0	1337	86	0	0	683	0	0	0	241	0	54	1355	0	9	3084	0	87	0	3884	0	0	0	0	0	3548	0	0	0	602	1783	0	0	0	193	6294	0	11084	3331	488	0	0	0	0	0	210	81	9665	0	0	2270	2504	2859	666	181	0	0	22934	0	253	871	0	0	74	2594	0	0	0	0	0	0	0	31	0	0	235	39	0	472	0	0	0	0	0	0	0	881	0	0	0	0	0	72	1790	0	0	0	0	23	6	0	0	0	0	0	234	0	133	0	6947	0	0	989
ASV00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61336	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36815	0	0	0	0	0	0
ASV00062	0	93	257	0	0	0	134	37	575	0	0	82	0	0	83	0	0	0	0	0	0	28	0	0	1151	115	0	85	0	0	6452	0	1600	131	24193	570	0	0	160	0	689	0	731	2018	221	30	55	0	0	0	0	0	608	24694	454	0	3097	1681	0	82	0	27	178	386	0	216	0	249	535	176	196	0	0	72	200	0	0	78	386	68	982	285	0	0	6336	0	0	0	150	192	0	0	87	151	0	203	1046	0	0	0	6139	0	0	213	137	141	0	78	0	0	0	1211	0	151	0	74	529	0	0	1891	0	1134	3079	0	0	275	0	2188	0
ASV00063	0	0	0	0	0	0	0	0	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	23	6	2066	0	15202	8968	16628	9	0	0	0	14642	0	8	0	9223	0	1016	0	0	0	12	0	6949	11	0	0	0	0	0	3684	0	0	0	0	0	0	0	976	0	1909	0	0	0	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	392	61	62	0	0	0	299	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	5717	2394	2713	41	0	0	0	0	14	0	0	250	166	0
ASV00064	108	2675	1211	2055	802	250	355	1447	347	1300	440	855	210	0	108	0	137	1236	128	0	117	202	935	158	0	507	659	3584	0	32	7112	518	237	0	0	298	975	107	239	0	13233	1067	0	0	16	980	92	1221	0	0	123	0	3123	0	952	1032	0	206	2478	988	2700	88	0	206	0	1454	0	770	1517	0	5254	2461	0	0	0	0	439	0	410	0	0	2865	70	6915	789	635	417	953	947	172	2499	1074	0	175	863	0	0	0	0	558	0	414	1388	0	174	168	2056	86	0	93	529	328	0	781	195	0	0	0	0	0	0	0	0	0	0	0	3017	0	0
ASV00065	48	19	0	712	61	3477	322	0	21	0	821	8548	219	0	1671	0	2465	0	0	0	866	0	0	2678	0	24	517	622	1812	0	0	0	3524	0	0	0	135	0	0	0	0	0	0	0	0	5437	0	48	0	0	260	0	0	0	0	7519	0	0	0	69	220	0	20	0	0	0	3678	0	0	11216	2147	132	0	0	170	0	0	0	0	284	1179	1678	0	0	0	0	526	140	0	0	0	0	0	3884	8121	0	0	0	0	9802	0	0	0	10	0	0	0	0	0	0	0	118	0	0	1787	339	8052	327	0	0	0	0	1599	0	0	0	26	0	0
ASV00066	52	724	1613	46	203	0	0	658	1396	14	411	0	0	0	35	0	0	0	12	0	0	0	0	0	188	50	352	0	21	0	0	42	172	94	12790	791	2165	7197	96	0	689	7943	0	91	8539	10	8653	0	0	3336	0	0	35	4120	102	0	0	0	9486	124	144	149	0	371	0	733	1540	309	767	181	0	621	359	89	0	42	20	0	191	1304	347	0	17	17	0	45	0	0	45	508	0	47	0	217	19	0	0	0	3263	643	103	25	673	100	0	0	255	84	132	0	0	732	0	0	0	2106	103	94	0	272	0	0	1755	4195	0	473	9	472	0
ASV00067	0	98	0	0	77	156	311	470	646	0	7	329	1000	187	37	639	30	490	0	0	0	148	219	0	0	235	4526	278	974	1085	969	1972	749	0	0	0	27	0	148	0	185	508	0	0	20504	97	210	0	24	0	574	0	176	0	0	23	0	3797	489	1326	153	0	0	0	1510	103	0	3410	607	1324	305	3756	18	0	23	361	0	0	0	0	4504	46	6655	0	0	1109	41	0	0	373	507	0	3314	271	0	0	18829	0	0	121	0	0	0	1413	0	0	9	0	291	65	52	0	0	512	0	0	0	926	0	0	0	0	12	0	47	524	120	0	10
ASV00068	0	483	487	441	82	150	0	177	0	0	0	766	78	0	27	154	0	391	0	0	46	15	0	506	0	14	72	0	91	0	0	320	9057	1142	16	0	873	3343	0	0	1097	10339	3014	0	0	0	794	153	283	1963	0	0	0	0	0	257	0	0	84	527	4770	382	0	803	0	13823	0	1734	112	413	213	0	0	0	0	0	164	0	0	0	0	3145	0	158	0	29	0	0	0	192	15532	864	0	1240	175	0	997	0	0	375	0	0	0	175	0	0	5418	23	13	0	124	0	0	547	0	5072	0	74	194	0	0	0	0	0	0	13	421	0	0
ASV00069	0	74	0	0	0	0	17	503	0	686	0	22	0	0	0	0	0	0	0	0	0	0	34	0	86	0	0	14	0	25	41	237	0	39	62823	97	127	645	44	38	154	0	1512	196	367	0	388	0	50	0	0	229	0	309	95	0	96	414	0	200	46	67	0	817	0	0	64	189	27	592	88	0	355	850	213	0	0	0	127	23	0	0	0	70	118	0	0	0	29	0	71	0	0	0	18	461	0	0	92	0	3058	0	21	33	0	0	0	94	8	1941	69	82	78	0	0	263	0	0	9	2627	0	0	47	231	474	39	0	10213	0
ASV00070	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	0	0	0	0	0	0	90501	0	0	0	0	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV00071	0	574	14	142	47	53	91	830	8	106	236	238	307	0	104	1375	1156	57	253	247	644	77	992	118	0	126	949	157	361	1492	317	457	0	0	0	396	1163	20	260	911	81	327	0	373	68	4019	426	973	453	1023	829	586	1523	29	41	1158	11	1266	301	695	2409	80	204	381	347	0	9071	958	730	416	1381	368	911	0	700	9388	334	161	128	310	60	485	567	2135	220	1035	2769	229	1749	877	1686	1412	624	451	1909	0	4723	417	0	606	0	136	851	546	0	1201	895	0	498	0	247	403	241	194	1105	1079	1105	67	974	0	320	0	0	1584	1337	53	656	0	412
ASV00072	6	3015	0	0	0	0	0	0	0	172	0	1192	4618	0	0	0	0	0	0	0	6	0	0	354	0	0	3087	0	0	0	151	0	0	0	0	0	0	0	0	0	0	922	0	5764	5710	3208	0	0	0	0	0	0	0	0	12416	0	0	2841	0	22	0	0	0	0	5134	0	0	0	0	0	5847	0	0	5	0	0	6731	0	0	0	0	0	0	3667	0	0	0	0	1156	0	0	30	0	14941	0	0	0	1609	410	0	0	0	0	0	2480	2505	0	3	792	0	984	432	0	0	0	17	0	0	40	0	0	0	0	0	986	0	0	0	4
ASV00073	884	479	404	196	1398	339	1389	0	2291	273	771	208	267	0	33	61	270	274	0	0	0	754	789	0	0	123	6364	0	1252	0	189	791	0	60	0	3377	0	1590	425	0	729	74	0	0	593	241	604	415	380	156	0	158	0	109	607	608	0	144	4217	273	2581	3780	0	192	0	328	609	983	426	4171	1029	852	0	0	311	32	536	0	0	439	40	1109	204	4483	835	1584	395	391	210	2967	0	167	0	1723	338	987	955	0	309	257	2806	358	4092	0	236	0	1137	1245	746	0	3917	66	0	125	1751	1008	1947	0	2235	0	88	0	0	385	95	174	491	0	490
ASV00074	0	0	0	0	23	15	0	49	0	45	443	88	0	0	0	242	0	1134	18	45	0	0	0	0	44	0	0	0	0	10	0	3632	0	25	0	1451	245	57	0	0	103	1592	0	639	70	205	0	1082	0	25	0	1490	9747	75	0	0	0	0	2102	1744	5672	0	68	0	0	0	493	0	1527	139	303	0	0	246	0	0	127	29	0	0	0	0	34	65	0	0	1527	0	0	0	0	0	0	314	62	0	0	484	0	0	0	10	0	0	14	155	1667	18	769	370	106	0	0	0	0	47	0	1648	0	0	128	42627	145	0	20	24	0	0	281
ASV00075	0	414	49	0	0	0	0	572	8	443	0	0	0	6	19	80	0	0	0	64	0	0	198	0	388	0	0	64	0	0	327	60	682	67	6	49	1383	160	977	3216	0	0	148	65	1884	0	145	0	33	27	2185	736	49	1028	20	0	1110	500	0	179	0	23	162	65	0	0	2003	181	703	0	0	0	1222	392	0	2203	0	0	0	0	56	0	363	42	939	0	0	0	717	29	0	0	636	0	108	4287	566	0	886	0	23	72	0	0	23	41	0	21	25	0	153	0	630	150	124	0	15	0	0	12767	8140	25	1369	927	0	155	521	25428	0
